ACSSF,2009e1,dc,000,0122,0000001,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000002,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000003,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000004,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000005,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000006,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000007,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000008,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000009,293927,168226,64286,41530,22756,103940,11910,3754,10159,7674,23185,20423,17726,9109,6672,2437,50686,5508,9609,6787,2822,15596,11928,8045,55373,19513,35860,69,8765,6341,2424,10808,1592,9216,125,102,5287,916,2786,138463,62669,26123,15708,10415,36546,5364,2155,2411,879,9366,4804,7122,4445,3473,972,32332,3480,3429,3381,48,13715,7483,4225,31632,14335,17297,0,5608,3665,1943,6222,1163,5059,125,102,2561,873,1398,8609,5946,2909,1896,1013,3037,273,53,52,65,858,182,1135,419,419,0,666,133,0,0,0,53,0,480,1284,893,391,0,397,397,0,316,0,316,0,0,316,0,0,51340,37117,14224,10949,3275,22893,1369,349,2776,4196,2321,6209,4009,1664,1041,623,5205,1209,821,821,0,1260,949,966,7330,2119,5211,0,1130,835,295,558,130,428,0,0,109,0,319,79978,52346,17324,10965,6359,35022,4773,1040,4617,2327,9378,8899,1962,2026,1184,842,10316,220,5240,2466,2774,568,2885,1403,13512,831,12681,69,574,426,148,3161,136,3025,0,0,1956,0,1069,15537,10148,3706,2012,1694,6442,131,157,303,207,1262,329,3498,555,555,0,2167,466,119,119,0,0,611,971,1615,1335,280,0,1056,1018,38,551,163,388,0,0,345,43,0
ACSSF,2009e1,dc,000,0122,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
